anime_id,name,genre
1668,Bakuten Shoot Beyblade G Revolution,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
1669,Bakuten Shoot Beyblade 2002,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports"
1674,Captain Tsubasa J,"Action, Sports, Shounen"
1681,Brave Story,"Action, Adventure, Fantasy, Kids, Magic, Supernatural"
1682,Baldr Force Exe Resolution,"Action, Drama, Mecha, Sci-Fi"
1685,Duel Masters,"Action, Adventure, Comedy, Shounen"
1686,Bleach Movie 1: Memories of Nobody,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
1688,Nanatsu-iro★Drops,"Magic, Romance, School"
1689,Byousoku 5 Centimeter,"Drama, Romance, Slice of Life"
1690,Bokura no,"Sci-Fi, Psychological, Drama, Mecha, Seinen"
1691,Kaze no Stigma,"Action, Magic, Romance, Fantasy, Shounen"
1696,Murder Princess,"Action, Adventure, Fantasy"
1698,Nodame Cantabile,"Music, Slice of Life, Comedy, Drama, Romance, Josei"
1699,Romeo x Juliet,"Drama, Fantasy, Historical, Romance"
1709,Pokemon: Mewtwo! Ware wa Koko ni Ari,"Action, Adventure, Comedy, Drama, Fantasy, Kids"
1710,Rockman.EXE,"Action, Game, Sci-Fi, Adventure, Comedy, Mecha, Shounen"
1719,Rozen Maiden: Ouvertüre,"Action, Comedy, Drama, Magic, Seinen"
1721,Hitohira,"Drama, Romance, School, Seinen, Slice of Life"
1722,Nagasarete Airantou,"Harem, Comedy, Romance, Ecchi, Fantasy, Shounen"
1723,Clannad Movie,"Drama, Romance, Fantasy, School"
1726,Devil May Cry,"Action, Demons, Fantasy"
1727,Shinkyoku Soukai Polyphonica,"Drama, Fantasy, Music, Romance, School"
1731,Tales of Symphonia The Animation: Sylvarant-hen,"Action, Adventure, Magic, Martial Arts, Fantasy"
1732,Negima!? Natsu Special!?,"Ecchi, Fantasy, Comedy, Romance"
1735,Naruto: Shippuuden,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen"
1807,Prism Ark,"Action, Fantasy, Magic, Comedy, Drama"
1808,Kamichama Karin,"Comedy, Fantasy, Magic, Romance, School, Shoujo"
1810,Kyoushirou to Towa no Sora,"Drama, Magic, Romance, Shounen"
1813,Genshiken OVA,"Parody, Slice of Life, Comedy"
1815,Shakugan no Shana Movie,"Action, Supernatural, Fantasy"
1816,Sonic X,"Sci-Fi, Adventure, Comedy, Kids, Mecha, Shounen"
1817,DearS: Kin no Tama Desu no?,"Sci-Fi, Harem, Comedy, Romance, Ecchi, Shounen"
1818,Claymore,"Action, Adventure, Super Power, Demons, Supernatural, Fantasy, Shounen"
1824,Hadashi no Gen,"Drama, Historical"
1827,Seirei no Moribito,"Action, Adventure, Historical, Fantasy"
1829,Ged Senki,"Adventure, Magic, Fantasy"
1830,Utawarerumono Specials,"Action, Fantasy, Comedy, Drama"
1836,Shuffle! Memories,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen"
1838,Mitsu x Mitsu Drops,"Drama, Romance, School, Shoujo"
1840,Zero no Tsukaima: Futatsuki no Kishi,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School"
1842,Major S3,"Drama, Shounen, Sports"
1847,Rec: Yurusarezarumono,"Comedy, Drama, Romance, Seinen"
1852,Hidamari Sketch,"Comedy, School, Seinen, Slice of Life"
1858,Gakuen Utopia Manabi Straight!,"Slice of Life, Comedy, School"
1860,Tokyo Majin Gakuen Kenpucho: Tou,"Action, Horror, Supernatural, Drama, Martial Arts, Fantasy, School"
1862,Strike Witches OVA,"Action, Ecchi, Magic, Military, Sci-Fi"
1869,Nana Recaps,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life"
1887,Lucky☆Star,"Slice of Life, Comedy, Parody, School"
1888,Ichigo Mashimaro OVA,"Comedy, School, Slice of Life"
1889,Higurashi no Naku Koro ni Kai,"Mystery, Psychological, Supernatural, Thriller"
1890,Clover,"Drama, Fantasy, Music, Sci-Fi, Shoujo"
1894,Yu☆Gi☆Oh!: Hikari no Pyramid,"Adventure, Comedy, Fantasy, Game"
1913,Shonan Junai Gumi!,"Action, Comedy, School"
1914,Saiunkoku Monogatari 2nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance"
1915,Mahou Shoujo Lyrical Nanoha StrikerS,"Action, Magic, Comedy, Super Power, Drama"
1943,Paprika,"Dementia, Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller"
1946,Ashita no Nadja,"Adventure, Drama, Historical, Romance, Shoujo"
1953,Code Geass: Hangyaku no Lelouch Picture Drama,"Comedy, School, Slice of Life"
1956,Ikkitousen: Dragon Destiny,"Action, Super Power, Ecchi, Martial Arts, School"
1961,Arashi no Yoru ni,"Adventure, Comedy, Drama, Fantasy"
1965,Sola,"Drama, Romance, Slice of Life, Supernatural"
1974,Glass no Kamen (2005),"Drama, Shoujo"
2000,Roujin Z,"Comedy, Drama, Mecha, Sci-Fi"
2001,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi"
2002,Heroic Age,"Action, Mecha, Military, Sci-Fi, Space"
2006,Yu☆Gi☆Oh! (Movie),"Game, Adventure, Comedy, Fantasy, Shounen"
2020,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,"Adventure, Comedy, Historical, Fantasy, Shounen"
2025,Darker than Black: Kuro no Keiyakusha,"Action, Sci-Fi, Mystery, Super Power"
2026,Hayate no Gotoku!,"Action, Harem, Comedy, Parody, Romance, Shounen"
2030,El Cazador de la Bruja,"Adventure, Drama, Mystery"
2031,Shining Tears X Wind,"Action, Adventure, Fantasy, Magic"
2034,Lovely★Complex,"Comedy, Romance, Shoujo"
2035,Eikoku Koi Monogatari Emma: Molders-hen,"Slice of Life, Romance, Historical, Drama, Seinen"
2104,Seto no Hanayome,"Comedy, Parody, Romance, School, Shounen"
2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,"Action, Adventure, Fantasy, Shounen"
2112,Over Drive,"Shounen, Sports"
2116,Captain Tsubasa,"Action, Shounen, Sports"
2123,Digimon X-Evolution,"Action, Adventure, Fantasy, Sci-Fi"
2124,Code Geass: Hangyaku no Lelouch Recaps,"Action, Mecha, Military, School, Super Power"
2129,True Tears,"Drama, Romance, School"
2130,Kaibutsu Oujo,"Action, Comedy, Supernatural, Horror, Vampire, Shounen"
2131,Bokusatsu Tenshi Dokuro-chan 2,"Comedy, Magic, Ecchi"
2132,Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,"Comedy, Supernatural, Magic, Romance, Ecchi"
2135,"Sora no Iro, Mizu no Iro",Hentai
2142,Blue Dragon,"Adventure, Comedy, Fantasy, Supernatural"
2144,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,"Action, Adventure"
2148,Okane ga Nai,"Drama, Romance, Yaoi"
2154,Tekkon Kinkreet,"Action, Adventure, Psychological, Supernatural"
2156,Bakugan Battle Brawlers,"Action, Fantasy, Game"
2158,Terra e... (TV),"Action, Drama, Military, Sci-Fi, Space"
2159,Ookiku Furikabutte,"Comedy, Seinen, Sports"
2161,Skull Man,"Action, Mystery, Super Power"
2163,AIKa R-16: Virgin Mission,"Action, Ecchi, Comedy"
2164,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi"
2166,Doujin Work,"Slice of Life, Comedy"
2167,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural"
2171,Detective Conan Movie 11: Jolly Roger in the Deep Azure,"Adventure, Comedy, Mystery, Police, Shounen"
2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,"Adventure, Drama, Fantasy"
2198,Aa! Megami-sama!: Sorezore no Tsubasa Specials,"Comedy, Magic, Romance, Seinen, Supernatural"
2201,Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,"Action, Adventure, Kids, Drama, Fantasy"
2210,Tooi Sekai,"Romance, Drama"
2216,Shigurui,"Action, Historical, Psychological, Drama, Martial Arts, Samurai, Seinen"
2225,Alps no Shoujo Heidi,"Slice of Life, Historical, Drama"
2235,Mizu no Kotoba,"Drama, Psychological, Sci-Fi"
2236,Toki wo Kakeru Shoujo,"Adventure, Drama, Romance, Sci-Fi"
2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,"Comedy, Mystery"
2238,Fuyu no Semi,"Drama, Historical, Romance, Samurai, Yaoi"
2246,Mononoke,"Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen"
2248,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,"Action, Comedy, Sports, Martial Arts, Fantasy, Shounen"
2251,Baccano!,"Action, Comedy, Historical, Mystery, Supernatural"
2273,Mobile Suit Gundam Wing: Endless Waltz Movie,"Action, Space, Mecha, Military, Drama, Sci-Fi"
2274,CLAMP in Wonderland,Music
2363,Pokemon Housoukyoku,"Adventure, Comedy, Kids, Fantasy"
2367,Moetan,"Comedy, Ecchi, Magic, School"
2369,Rental Magica,"Mystery, Supernatural, Fantasy"
2385,One Piece: Jango no Dance Carnival,"Comedy, Fantasy, Shounen"
2386,One Piece: Yume no Soccer Ou!,"Comedy, Fantasy, Shounen, Sports"
2390,Hoshi no Kirby,"Action, Adventure, Comedy, Parody, Fantasy"
2397,Digimon Adventure: Bokura no War Game!,"Sci-Fi, Adventure, Comedy, Kids"
2398,Digimon Adventure 02: Diablomon no Gyakushuu,"Adventure, Comedy, Drama, Kids, Sci-Fi"
2402,Ashita no Joe,"Action, Drama, Shounen, Slice of Life, Sports"
2403,Kodomo no Jikan (TV),"Comedy, Drama, Ecchi, School"
2404,Zombie-Loan,"Action, Horror, Shounen, Supernatural"
2417,Saigo no Door wo Shimero!,"Comedy, Drama, Romance, Yaoi"
2418,Stranger: Mukou Hadan,"Action, Adventure, Historical, Samurai"
2424,"Suteki Desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!","Comedy, Shoujo"
2432,Discipline,"Hentai, School, Yuri"
2448,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,"Action, Sci-Fi, Mecha"
2449,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,"Action, Sci-Fi, Mystery, Police, Psychological, Mecha, Seinen"
2471,Doraemon (1979),"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen"
2472,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen"
2476,School Days,"Harem, Drama, Romance, School"
2490,One Piece: Mezase! Kaizoku Yakyuu Ou,"Comedy, Fantasy, Shounen, Sports"
2494,Goshuushou-sama Ninomiya-kun,"Harem, Comedy, Ecchi, Fantasy"
2508,Genshiken 2,"Comedy, Parody, Slice of Life"
2520,Dragon Ball Specials,"Fantasy, Comedy, Super Power, Shounen"
2562,Shion no Ou,"Drama, Game, Mystery, Thriller"
2563,Aria the OVA: Arietta,"Sci-Fi, Slice of Life, Fantasy, Shounen"
2564,Code-E,"Comedy, Romance, School, Sci-Fi, Slice of Life"
2581,Mobile Suit Gundam 00,"Action, Military, Sci-Fi, Space, Drama, Mecha"
2589,Black Cat (TV): Toozakaru Neko,"Action, Sci-Fi, Adventure, Comedy, Super Power, Shounen"
2593,Kara no Kyoukai 1: Fukan Fuukei,"Action, Mystery, Supernatural, Thriller"
2594,Piano no Mori,"Adventure, Music, Comedy, Drama, School, Seinen"
2595,D.C.II: Da Capo II,"Drama, Ecchi, Romance, School"
2596,Shinreigari,"Sci-Fi, Mystery, Psychological, Supernatural"
2602,Kenkou Zenrakei Suieibu Umishou,"Comedy, Sports, Ecchi, School, Shounen"
2604,Sky Girls,"Mecha, Military, Sci-Fi"
2605,Sayonara Zetsubou Sensei,"Comedy, Parody, School, Shounen"
2615,Otome wa Boku ni Koishiteru Special,"Comedy, Romance, School"
2680,One Piece: Straw Hat Theater,"Adventure, Fantasy, Shounen"
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,"Action, Mystery, Horror, Drama, Martial Arts, Fantasy, School"
2685,Tsubasa: Tokyo Revelations,"Action, Adventure, Drama, Romance, Fantasy, Shounen"
2724,Daicon Opening Animations,"Action, Sci-Fi, Adventure, Music, Mecha"
2746,Vexille: 2077 Nihon Sakoku,"Action, Military, Sci-Fi"
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,"Action, Comedy, Sports"
2759,Evangelion: 1.0 You Are (Not) Alone,"Action, Sci-Fi, Psychological, Drama, Mecha"
2768,CLAMP in Wonderland 2,"Action, Fantasy, Magic, Comedy, Romance, Music, Drama"
2772,Juushin Enbu: Hero Tales,"Action, Fantasy, Shounen"
2787,Shakugan no Shana II (Second),"Action, Supernatural, Drama, Romance, Fantasy, School"
2795,Dragonaut: The Resonance,"Action, Drama, Fantasy, Mecha, Romance, Sci-Fi"
2798,Hatsu Inu The Animation,Hentai
2800,Candy Candy,"Slice of Life, Drama, Shoujo"
2832,Ani*Kuri15,"Slice of Life, Adventure, Fantasy, Magic, Game, Martial Arts, Comedy, Mecha, Super Power, Supernatural, School, Drama, Sci-Fi"
2842,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,"Adventure, Fantasy"
2847,Pokemon Movie 10: Dialga vs. Palkia vs. Darkrai,"Action, Adventure, Comedy, Drama, Fantasy, Kids"
2873,Bible Black Only Version,Hentai
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
2890,Gake no Ue no Ponyo,"Adventure, Fantasy"
2891,Iblard Jikan,Fantasy
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,Mystery
2904,Code Geass: Hangyaku no Lelouch R2,"Action, Military, Sci-Fi, Super Power, Drama, Mecha"
2905,Ikkitousen: Dragon Destiny Specials,"Super Power, Ecchi, Martial Arts, School"
2923,Shugo Chara!,"Comedy, Magic, School, Shoujo"
2924,ef: A Tale of Memories.,"Mystery, Drama, Romance"
2926,Myself; Yourself,"Drama, Romance, School"
2927,KimiKiss Pure Rouge,"Drama, Romance, School"
2928,.hack//G.U. Returner,"Magic, Adventure, Fantasy, Game, Sci-Fi, Drama"
2942,Sketchbook: Full Color's,"Slice of Life, Comedy"
2950,Doubutsu no Mori,"Kids, Slice of Life"
2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Mecha, Shounen"
2952,Final Fantasy VII: Advent Children Complete,"Action, Fantasy, Super Power"
2953,Egao,"Music, Slice of Life, Kids"
2961,Digimon Adventure Movie,"Action, Fantasy, Kids, Sci-Fi"
2962,Digimon Adventure 02 Movies,"Adventure, Fantasy, Kids, Sci-Fi"
2963,Minami-ke,"Slice of Life, Comedy, School"
2964,Blue Drop: Tenshi-tachi no Gikyoku,"Sci-Fi, Drama, Shoujo Ai"
2966,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance"
2969,Appleseed Saga Ex Machina,"Action, Mecha, Military, Sci-Fi"
2970,Night Wizard,"Adventure, Fantasy, Magic, Shounen"
2971,Kyou kara Maou! R,"Adventure, Comedy, Demons, Fantasy, Shoujo"
2981,Chika Gentou Gekiga: Shoujo Tsubaki,"Drama, Historical, Horror"
2985,Majin Tantei Nougami Neuro,"Mystery, Comedy, Demons, Supernatural, Shounen"
2986,Bamboo Blade,"Comedy, School, Seinen, Sports"
2993,Rosario to Vampire,"Harem, Comedy, Romance, Ecchi, Vampire, Fantasy, School, Shounen"
2994,Death Note: Rewrite,"Mystery, Police, Psychological, Supernatural, Thriller"
3001,Moyashimon,"Comedy, School, Seinen, Supernatural"
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,"Game, Psychological, Thriller, Seinen"
3011,Yotsunoha,"Romance, School"
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Action, Military, Sci-Fi, Space"
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"Action, Drama, Military, Sci-Fi, Space"
3031,Digimon Frontier: Ornismon Fukkatsu!!,"Adventure, Comedy, Drama, Fantasy, Shounen"
3032,Digimon Tamers: Boukensha-tachi no Tatakai,"Adventure, Drama, Sci-Fi, Shounen"
3033,Digimon Tamers: Bousou Digimon Tokkyuu,"Adventure, Comedy, Sci-Fi, Shounen"
3057,Loveless Specials,"Comedy, Supernatural, Romance, Fantasy, Josei, Shounen Ai"
3085,Koharu Biyori,"Sci-Fi, Comedy, Ecchi"
3086,Strait Jacket,"Action, Sci-Fi, Fantasy"
3087,Cencoroll,"Action, Sci-Fi"
3088,Tokyo Marble Chocolate,"Slice of Life, Romance"
3089,The Sky Crawlers,"Drama, Military"
3090,Aa! Megami-sama!: Tatakau Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural"
3091,xxxHOLiC Kei,"Mystery, Comedy, Psychological, Supernatural, Drama"
3092,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai"
3121,Kodomo no Jikan OVA,"Comedy, Ecchi, School"
3165,Hidamari Sketch Specials,"Slice of Life, Comedy, School, Seinen"
3166,Ayakashi,"Action, Sci-Fi, Horror, Fantasy"
3167,Eve no Jikan,"Sci-Fi, Slice of Life"
3174,Sola Specials,"Comedy, Romance, Slice of Life, Supernatural"
3210,Ikoku Irokoi Romantan,"Comedy, Romance, Yaoi"
3221,Shakugan no Shana-tan Movie,"Adventure, Comedy, Parody, Fantasy"
3225,Minami-ke Okawari,"Comedy, School, Slice of Life"
3226,Major S4,"Comedy, Drama, Shounen, Sports"
3228,Zoku Sayonara Zetsubou Sensei,"Comedy, Parody, School, Shounen"
3229,Kimi ga Aruji de Shitsuji ga Ore de,"Comedy, Ecchi, Harem, Parody, Romance"
3230,Druaga no Tou: The Aegis of Uruk,"Adventure, Comedy, Fantasy"
3231,Gunslinger Girl: Il Teatrino,"Action, Drama, Military, Sci-Fi"
3247,Love Hina Final Selection,"Ecchi, Comedy, Harem, Romance"
3266,Ai Yori Aoshi: Enishi - Miyuki,"Comedy, Drama, Romance"
3268,Mai-Otome 0: S.ifr,Sci-Fi
3269,.hack//G.U. Trilogy,"Action, Fantasy, Game, Sci-Fi"
3287,Tenkuu Danzai Skelter+Heaven,"Sci-Fi, Mecha"
3297,Aria the Origination,"Sci-Fi, Slice of Life, Fantasy, Shounen"
3298,Hatenkou Yuugi,"Adventure, Comedy, Drama, Romance, Fantasy, Josei"
3299,H2O: Footprints in the Sand,"Harem, Romance, School"
3318,Kimi ga Nozomu Eien: Next Season,"Drama, Romance"
3322,Wagaya no Oinari-sama.,"Adventure, Fantasy, Shounen, Supernatural"
3323,Kite Liberator,"Action, Sci-Fi, Drama"
3326,Inaka Isha,"Dementia, Drama, Historical, Psychological"
3328,School Days: Magical Heart Kokoro-chan,"Comedy, Parody, Magic, Ecchi"
3342,Mnemosyne: Mnemosyne no Musume-tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural"
3349,Kiddy GiRL-AND,"Action, Comedy, Sci-Fi, Super Power"
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,"Action, Adventure, Comedy, Mecha, Sci-Fi"
3354,Zombie-Loan Specials,"Action, Horror, Supernatural, Shounen"
3358,Kure-nai,"Comedy, Drama, Martial Arts"
3359,Amatsuki,"Action, Demons, Fantasy, Historical, Shoujo, Supernatural"
3366,Persona: Trinity Soul,"Action, Sci-Fi, Super Power"
3375,Kirepapa.,"Comedy, Drama, Romance, Yaoi"
3389,Bus Gamer,Action
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,"Harem, Music, Romance, School, Shoujo"
3407,Blassreiter,"Action, Sci-Fi"
3420,Shigofumi,"Drama, Fantasy, Psychological, Supernatural, Thriller"
3446,Biohazard: Degeneration,"Action, Horror, Sci-Fi"
3455,To LOVE-Ru,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen"
3456,Candy☆Boy: Side Story For Archive,"Romance, School, Shoujo Ai"
3457,Vampire Knight,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire"
3464,Kemeko Deluxe!,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen"
3466,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,"Adventure, Psychological, Fantasy"
3467,Nogizaka Haruka no Himitsu,"Comedy, Romance"
3470,Special A,"Comedy, Romance, School, Shoujo"
3485,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,"Sci-Fi, Comedy, Mecha"
3503,Kanokon,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural"
3508,Genius Party,"Action, Sci-Fi, Music, Dementia, Psychological, Romance, Fantasy, Mecha"
3515,Saint Seiya: Meiou Hades Elysion-hen,"Action, Fantasy, Shounen, Super Power"
3549,Allison to Lillia,"Action, Adventure, Shounen"
3572,Macross F,"Action, Space, Mecha, Romance, Military, Music, Sci-Fi"
3574,Switch,"Action, Mystery, Police"
3577,Kyouran Kazoku Nikki,"Comedy, Sci-Fi"
3588,Soul Eater,"Action, Fantasy, Comedy, Supernatural, Shounen"
3593,Utawarerumono OVA,"Action, Comedy, Fantasy"
3594,Tears to Tiara,"Action, Adventure, Fantasy, Magic"
3604,Hidamari Sketch x 365,"Slice of Life, Comedy, School, Seinen"
3613,Toshokan Sensou,"Action, Military, Comedy, Romance"
3615,Neo Angelique Abyss,"Comedy, Fantasy, Harem, Romance, Shoujo"
3616,Kamen no Maid Guy,"Action, Comedy, Ecchi, Super Power"
3627,D.C.II S.S.: Da Capo II Second Season,"Fantasy, Comedy, Harem, Romance, Drama"
3652,Higurashi no Naku Koro ni Rei,"Mystery, Comedy, Psychological, Supernatural, Thriller"
3653,Kurogane no Linebarrels,"Action, Mecha, Sci-Fi"
3654,Macademi Wasshoi!,"Comedy, Ecchi, Fantasy, Romance, School, Supernatural"
3655,Nabari no Ou,"Action, Fantasy, Supernatural, Comedy, Drama, Shounen"
3656,Monochrome Factor,"Action, Shounen Ai, Supernatural"
3667,Strike Witches,"Action, Ecchi, Magic, Military, Sci-Fi"
3673,Nijuu Mensou no Musume,"Action, Adventure, Mystery"
3674,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,"Comedy, Parody, School"
3701,Kaiba,"Adventure, Mystery, Romance, Sci-Fi"
3702,Detroit Metal City,"Music, Comedy, Seinen"
3712,Zero no Tsukaima: Princesses no Rondo,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School"
3713,Jigoku Shoujo Mitsuganae,"Mystery, Psychological, Supernatural"
3731,Itazura na Kiss,"Comedy, Romance, Shoujo"
3759,School Days: Valentine Days,"Comedy, Romance, School"
3782,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),"Action, Mystery, Supernatural, Romance, Thriller"
3783,Kara no Kyoukai 3: Tsuukaku Zanryuu,"Action, Mystery, Supernatural, Drama, Thriller"
3784,Evangelion: 2.0 You Can (Not) Advance,"Action, Sci-Fi, Psychological, Drama, Mecha"
3785,Evangelion: 3.0 You Can (Not) Redo,"Action, Sci-Fi, Psychological, Drama, Mecha"
3791,Air Gear Special,"Sports, Shounen"
3841,Chi's Sweet Home,"Comedy, Slice of Life"
3848,"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura","Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
3887,Ookiku Furikabutte: Kihon no Kihon,"Sports, Drama, Seinen"
3901,Baccano! Specials,"Action, Comedy, Historical, Mystery, Supernatural"
3918,Resort Boin,Hentai
3927,Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space"
3956,Shakugan no Shana-tan II (Second),"Comedy, Parody"
3958,Kannagi,"Comedy, School, Shounen, Supernatural"
3962,Chocolate Underground,"Adventure, Comedy, Kids"
3965,Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,"Comedy, Josei, Romance, Slice of Life"
3972,Yu☆Gi☆Oh! 5D's,"Action, Game, Shounen"
3974,Tetsuwan Birdy Decode,"Action, Sci-Fi, Comedy"
4015,School Rumble San Gakki,"Comedy, Romance, School, Shounen"
4021,Seiyou Kottou Yougashiten: Antique,"Comedy, Shoujo, Shounen Ai"
4026,Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,"Action, Adventure, Fantasy, Kids"
4028,Slayers Revolution,"Adventure, Comedy, Fantasy"
4037,Cowboy Bebop: Yose Atsume Blues,"Action, Adventure, Comedy, Drama, Sci-Fi, Space"
4038,Zettai Karen Children,"Action, Comedy, Supernatural, Shounen"
4053,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,"Comedy, Sports, School, Shounen"
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Drama, Romance, School, Slice of Life"
4063,Sekirei,"Action, Comedy, Ecchi, Harem, Super Power"
4066,Tytania,"Adventure, Military, Psychological, Romance, Sci-Fi, Space"
4080,Kyou kara Maou! 3rd Series,"Adventure, Comedy, Demons, Fantasy, Shoujo"
4081,Natsume Yuujinchou,"Slice of Life, Demons, Supernatural, Drama, Shoujo"
4087,Michiko to Hatchin,"Action, Adventure"
4094,Batman: Gotham Knight,"Action, Adventure, Martial Arts"
4106,Trigun: Badlands Rumble,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen"
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,"Action, Comedy, Mecha"
4130,Petit Eva: Evangelion@School,"Comedy, Parody, School"
4134,"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den",Comedy
4136,Penguin Musume♥Heart,"Comedy, Ecchi, School, Slice of Life"
4151,Blade of the Immortal,"Action, Adventure, Historical, Supernatural, Samurai"
4155,One Piece Film: Strong World,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
4156,Ichigo Mashimaro Episode 0,Comedy
4163,Seto no Hanayome OVA,"Comedy, Parody, Romance, School, Shounen"
4177,Bounen no Xamdou,"Action, Military, Sci-Fi, Adventure"
4181,Clannad: After Story,"Slice of Life, Comedy, Supernatural, Drama, Romance"
4182,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,"Sci-Fi, Comedy, Parody"
4186,Chrome Shelled Regios,"Action, Adventure, Fantasy, School, Sci-Fi"
4188,Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,"Adventure, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Vampire, Shounen"
4192,Hayate no Gotoku!!,"Action, Harem, Comedy, Parody, Romance, Shounen"
4195,Kodomo no Jikan: Ni Gakki,"Comedy, Ecchi, School"
4196,Ikkitousen: Great Guardians,"Action, Ecchi, Martial Arts, School, Super Power"
4205,KimiKiss Pure Rouge: Love Fighter,"Romance, School"
4214,Rosario to Vampire Capu2,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire"
4224,Toradora!,"Slice of Life, Comedy, Romance, School"
4246,Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,"Adventure, Mecha, Romance, Sci-Fi"
4262,Koihime†Musou,"Action, Adventure, Historical, Ecchi, Martial Arts, Fantasy"
4280,Kara no Kyoukai 4: Garan no Dou,"Action, Mystery, Supernatural, Thriller"
4282,Kara no Kyoukai 5: Mujun Rasen,"Action, Mystery, Supernatural, Drama, Romance, Thriller"
4334,Heroman,"Action, Sci-Fi, Shounen"
4382,Suzumiya Haruhi no Yuuutsu (2009),"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life"
4415,World Destruction: Sekai Bokumetsu no Rokunin,"Adventure, Fantasy"
